"action","boro","building","camis","critical_flag","cuisine_description","dba","inspection_date","inspection_type","phone","record_date","score","street","violation_code","violation_description","zipcode","grade","grade_date"
"Violations were cited in the following area(s).","MANHATTAN","256",40673117,"Critical","Pizza","10TH AVENUE PIZZA & CAFE",2015-03-24,"Cycle Inspection / Initial Inspection","2123669222",2017-10-19 06:00:49,10,"10TH AVE BET 24 & 25 ST )","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","16",41407189,"Not Critical","American","THE BRESLIN LOBBY BAR & ROOM SERVICE KITCHEN",2015-12-24,"Cycle Inspection / Initial Inspection","2126792222",2017-10-19 06:00:49,13,"WEST   29 STREET","10J","''''Wash hands sign not posted at hand wash facility.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","18",40399523,"Not Critical","Irish","FOLEY'S N.Y. PUB AND RESTAURANT",2017-07-28,"Cycle Inspection / Initial Inspection","2122900080",2017-10-19 06:00:49,20,"WEST   33 STREET","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","160",50058290,"Critical","American","THE DOG HOUSE",2017-02-24,"Pre-permit (Operational) / Re-inspection","2123378301",2017-10-19 06:00:49,11,"W 25TH ST","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.",10001,"A",2017-02-24
"Violations were cited in the following area(s).","MANHATTAN","246",50046765,"Critical","Pizza/Italian","PN WOOD FIRED PIZZA",2016-04-05,"Pre-permit (Operational) / Initial Inspection","6469644834",2017-10-19 06:00:49,10,"5TH AVE","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10001,"A",2016-04-05
"Violations were cited in the following area(s).","MANHATTAN","59",50041735,"Critical","CafÃ©/Coffee/Tea","MADMAN ESPRESSO",2016-12-28,"Cycle Inspection / Initial Inspection","6467081111",2017-10-19 06:00:49,49,"W 30TH ST","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","227",40380826,"Critical","American","FIT CAFETERIA (BUILDING A ) (8th ave)",2017-09-19,"Cycle Inspection / Initial Inspection","2122175770",2017-10-19 06:00:49,38,"WEST   27 STREET","04M","Live roaches present in facility's food and/or non-food areas.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","393",41543738,"Critical","Chinese","NEW DYNASTY",2015-09-28,"Cycle Inspection / Initial Inspection","2125949734",2017-10-19 06:00:49,20,"8 AVENUE","04M","Live roaches present in facility's food and/or non-food areas.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","425",41529070,"Critical","Italian","SPINELLI'S PIZZA/GYRO II",2015-08-25,"Cycle Inspection / Initial Inspection","2122390646",2017-10-19 06:00:49,35,"7 AVENUE","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","9",50040296,"Not Critical","Korean","GAMMEEOK",2015-10-28,"Pre-permit (Operational) / Compliance Inspection","2128681180",2017-10-19 06:00:49,36,"W 32ND ST","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","0",40619303,"Not Critical","American","CHICKPEA",2017-04-24,"Cycle Inspection / Re-inspection","2129670001",2017-10-19 06:00:49,13,"PENN STATION","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10001,"A",2017-04-24
"Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.","MANHATTAN","401",50004431,"Critical","American","CITIZENS OF CHELSEA",2016-08-22,"Cycle Inspection / Re-inspection","6466493079",2017-10-19 06:00:49,66,"W 25TH ST","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","316",41517331,"Not Critical","Hamburgers","FIVE GUYS FAMOUS BURGERS AND FRIES",2016-01-19,"Cycle Inspection / Initial Inspection","2125646115",2017-10-19 06:00:49,11,"WEST   34 STREET","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"A",2016-01-19
"Violations were cited in the following area(s).","MANHATTAN","835",50035940,"Critical","Portuguese","LUPULO",2017-03-10,"Cycle Inspection / Initial Inspection","2122907600",2017-10-19 06:00:49,38,"6TH AVE","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","373",50002693,"Critical","American","B&W DELI GROCERY",2016-10-20,"Cycle Inspection / Initial Inspection","9173882601",2017-10-19 06:00:49,43,"west 34th st","06B","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","232",41477483,"Not Critical","American","HOLIDAY INN EXPRESS - MANHATTAN",2015-03-18,"Cycle Inspection / Initial Inspection","2126957200",2017-10-19 06:00:49,2,"WEST   29 STREET","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"A",2015-03-18
"Violations were cited in the following area(s).","MANHATTAN","254",41698063,"Not Critical","Seafood","L&W OYSTER CO.",2017-06-12,"Cycle Inspection / Initial Inspection","2122037772",2017-10-19 06:00:49,9,"5 AVENUE","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10001,"A",2017-06-12
"Violations were cited in the following area(s).","MANHATTAN","236",41282946,"Critical","Mediterranean","ILILI RESTAURANT",2014-07-24,"Cycle Inspection / Initial Inspection","2126832929",2017-10-19 06:00:49,25,"5 AVENUE","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","488",41566307,"Critical","Pizza","FAMOUS FAMIGLIA PIZZERIA",2017-01-13,"Cycle Inspection / Initial Inspection","2125644144",2017-10-19 06:00:49,15,"8 AVENUE","02B","Hot food item not held at or above 140Âº F.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","138",50011154,"Not Critical","American","SMITHFIELD HALL",2017-02-23,"Cycle Inspection / Initial Inspection","2129299677",2017-10-19 06:00:49,27,"W 25TH ST","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","378",40385693,"Critical","Italian","SALUMERIA BEILLESE/ BIRICCHINO REST",2015-05-20,"Cycle Inspection / Initial Inspection","2127367376",2017-10-19 06:00:49,9,"8 AVENUE","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10001,"A",2015-05-20
"Violations were cited in the following area(s).","MANHATTAN","330",50009573,"Not Critical","Thai","SONG KRAN THAI",2016-03-24,"Cycle Inspection / Initial Inspection","2122398792",2017-10-19 06:00:49,28,"8TH AVE","09A","Canned food product observed dented and not segregated from other consumable food items.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","17",41631062,"Not Critical","American","VU BAR",2015-04-14,"Cycle Inspection / Initial Inspection","2129918842",2017-10-19 06:00:49,10,"WEST   32 STREET","10A","Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",10001,"A",2015-04-14
"Violations were cited in the following area(s).","MANHATTAN","402",40374277,"Critical","Irish","MOLLY WEE PUB",2014-12-30,"Cycle Inspection / Re-inspection","2129672627",2017-10-19 06:00:49,15,"8 AVENUE","04M","Live roaches present in facility's food and/or non-food areas.",10001,"B",2014-12-30
"Violations were cited in the following area(s).","MANHATTAN","413415",41373304,"Critical","Chinese","MING'S RESTAURANT",2015-09-02,"Cycle Inspection / Initial Inspection","2128681378",2017-10-19 06:00:49,37,"9 AVENUE","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","304",41392820,"Critical","Sandwiches","QUIZNO'S SUBS",2015-11-23,"Cycle Inspection / Re-inspection","2127364400",2017-10-19 06:00:49,9,"WEST 34 STREET","06F","Wiping cloths soiled or not stored in sanitizing solution.",10001,"A",2015-11-23
"Violations were cited in the following area(s).","MANHATTAN","22",50014686,"Not Critical","Korean","JONGRO BBQ",2016-06-03,"Cycle Inspection / Initial Inspection","2124732233",2017-10-19 06:00:49,35,"W 32ND ST","09B","Thawing procedures improper.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","0",41299813,"Critical","American","AU BON PAIN",2015-03-24,"Cycle Inspection / Re-inspection","2129675276",2017-10-19 06:00:49,19,"PENN STATION","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",10001,"B",2015-03-24
"Violations were cited in the following area(s).","MANHATTAN","220",50001000,"Critical","French","BELGIUM BEER CAFE",2016-03-22,"Cycle Inspection / Initial Inspection","2125752337",2017-10-19 06:00:49,13,"5TH AVE","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",10001,"A",2016-03-22
"Violations were cited in the following area(s).","MANHATTAN","401",50004431,"Not Critical","American","CITIZENS OF CHELSEA",2015-08-05,"Cycle Inspection / Initial Inspection","6466493079",2017-10-19 06:00:49,8,"W 25TH ST","10E","Accurate thermometer not provided in refrigerated or hot holding equipment.",10001,"A",2015-08-05
"Violations were cited in the following area(s).","MANHATTAN","30",50015724,"Not Critical","American","HYATT HERALD SQUARE",2017-07-21,"Calorie Posting / Initial Inspection","2123301234",2017-10-19 06:00:49,NA,"W 31ST ST","16D","Posted caloric content on the menu(s), menu board(s), food tag(s) or stanchions adjacent to menu boards for drive-through windows deficient, in that the size and/or font for posted calories is not as prominent as the name of the menu item or its price.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","9",50037784,"Not Critical","Korean","5 SENSES",2017-09-25,"Cycle Inspection / Initial Inspection","6468526003",2017-10-19 06:00:49,11,"W 32ND ST","09C","Food contact surface not properly maintained.",10001,"A",2017-09-25
"Violations were cited in the following area(s).","MANHATTAN","236",41282946,"Not Critical","Mediterranean","ILILI RESTAURANT",2014-02-10,"Cycle Inspection / Re-inspection","2126832929",2017-10-19 06:00:49,12,"5 AVENUE","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,"A",2014-02-10
"Violations were cited in the following area(s).","MANHATTAN","1271",40545130,"Not Critical","American","SPEEDY'S DELI",2017-09-21,"Cycle Inspection / Compliance Inspection","2126838997",2017-10-19 06:00:49,10,"BROADWAY","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,NA,NA
"Violations were cited in the following area(s).","MANHATTAN","54",40597588,"Critical","Irish","O'REILLY'S PUB",2016-07-27,"Cycle Inspection / Initial Inspection","2126844244",2017-10-19 06:00:49,21,"WEST   31 STREET","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10001,NA,NA
